ID;TITLE;YEAR;KEY;PUBLISHED INTO;PUBLICATION TYPE;BIBTEX;DATABASE;TYPE OF CONTRIBUTION;ABSTRACT;TREND;LLM ITERACTION;CONTEXTUAL INFO;APPROACH;SCOPE;FOCUS;BENCHMARK;LLMs USED;EVALUATION METRIC;TOOL
V123;Acr2Xodr: From Accident Reports to OpenDRIVE - Road Scenario Generation Using Large Language Models;2025.0;;C: Other;Conference;@inproceedings{Abbasi_2025, title={Acr2Xodr: From Accident Reports to OpenDRIVE - Road Scenario Generation Using Large Language Models}, url={http://dx.doi.org/10.1109/iccs67844.2025.11292219}, DOI={10.1109/iccs67844.2025.11292219}, booktitle={2025 5th International Conference on Computer Systems (ICCS)}, publisher={IEEE}, author={Abbasi, Muhammad Umer and Ma, Junyan and Moussa, Sali}, year={2025}, month=sep, pages={65–69} };IEEE;;With the rapid advancement of autonomous vehicles, simulation-based testing has become crucial to ensure their safety and reliability. Accurate reconstruction of real-world accidents from textual reports is particularly valuable, as it provides realistic scenarios essential for effective autonomous driving system (ADS) validation. Existing accident reconstruction approaches predominantly focus on dynamic elements, such as vehicle trajectories and collisions, often neglecting the critical role played by road network topology and geometry. To address this limitation, we introduce Acr2Xodr, a novel framework that leverages Large Language Models (LLMs) to dynamically generate diverse and realistic road scenarios directly from natural language accident narratives. Acr2Xodr extracts critical road details—including lane configurations, road types, and connectivity—from unstructured accident descriptions, translating them into the widely adopted OpenDRIVE format. Preliminary evaluations demonstrate that Acr2Xodr effectively reconstructs road scenarios from real-world accident reports, generating structured representations that accurately reflect the underlying road layout described, thereby significantly enhancing scenario realism and diversity compared to traditional template-based or rule-driven methods, advancing automated, scalable, and realistic scenario generation for robust ADS testing and validation.;;;;;;;;;;
V126;Exploring the Use of GenAI in Automating Software Testing;2025.0;;C: Other;Conference;@inproceedings{Almohsen_2025, title={Exploring the Use of GenAI in Automating Software Testing}, url={http://dx.doi.org/10.1109/icmi65310.2025.11139839}, DOI={10.1109/icmi65310.2025.11139839}, booktitle={2025 IEEE 4th International Conference on Computing and Machine Intelligence (ICMI)}, publisher={IEEE}, author={Almohsen, Khadija and Albalooshi, Fawzi and Ammari, Jafla Al}, year={2025}, month=apr, pages={1–6} };IEEE;;Software testing is an important step in software development as it ensures the reliability, functionality, and performance of developed software. However, manual testing approaches are often labor-intensive, time-consuming, and prone to human error. Automating this phase offers significant benefits, making it a key area of interest for researchers. This study aims to explore the adoption of generative AI (GenAI) technologies in automating software testing and provides a thorough review of recent advancements. This research work includes a comparative analysis of existing studies, revealing a predominant focus on Large Language Model (LLM)-driven solutions for generating the test cases, with notable applications in unit testing and integration testing. Evaluation metrics such as test coverage, efficiency, and relevance are frequently used to assess the effectiveness of these approaches. Furthermore, the review identifies critical limitations in current GenAI-based solutions and suggests potential directions for future work. This work offers a timely contribution to the software engineering community, laying the groundwork for more advanced research work in the domain.;Reflections;;;;;;;;;
V127;COTIA: Concolic Testing with Intelligent Agent;2025.0;;C: Other;Conference;@inproceedings{Tan_2025, title={COTIA: Concolic Testing with Intelligent Agent}, url={http://dx.doi.org/10.1109/iccad66269.2025.11240634}, DOI={10.1109/iccad66269.2025.11240634}, booktitle={2025 IEEE/ACM International Conference On Computer Aided Design (ICCAD)}, publisher={IEEE}, author={Tan, Yan and Meng, Xiangchen and Lyu, Yangdi}, year={2025}, month=oct, pages={1–9} };IEEE;;Simulation plays a crucial role in the verification of hardware designs, ensuring that they behave correctly before fabrication. However, traditional simulation methods can be inefficient when dealing with complex designs, especially in corner cases. To mitigate this inefficiency, Concolic testing has emerged as a promising technique, utilizing symbolic execution to guide the simulation process. However, the heuristics used in path exploration for Concolic testing often struggle with local optima, resulting in suboptimal verification outcomes and incomplete coverage of the design space. In this paper, we propose an agent-based framework to dynamically adjust path exploration strategies by leveraging beam search and large language models (LLMs). Experimental results demonstrate that this approach significantly improves branch coverage, especially for hard-to-detect branches, while also optimizing the use of computational resources.;;;;;;;;;;
V134;Application of Artificial Intelligence in Software Testing;2025.0;;C: Other;Conference;@inproceedings{Rojas_2025, title={Application of Artificial Intelligence in Software Testing}, url={http://dx.doi.org/10.1109/sccc67219.2025.11420727}, DOI={10.1109/sccc67219.2025.11420727}, booktitle={2025 44th International Conference of the Chilean Computer Science Society (SCCC)}, publisher={IEEE}, author={Rojas, Camilo A and Vega, Heimar Y and Castañeda, Claudia P}, year={2025}, month=oct, pages={1–8} };IEEE;;This paper presents the design of a model for the generation, and execution of test cases derived from OpenAPI specifications using natural language models. The study builds upon an exploratory investigation conducted within the context of software development industries in Colombia, focusing on the use of Natural Language Processing (NLP) and Machine Learning (ML) techniques for automating software testing processes. Within the software development lifecycle, testing requires significant human and time resources from project teams, and although tools exist to support the automation of these processes, the exploratory findings reveal that their adoption remains limited. In light of the rapid advancements in large-scale natural language models and their application to test automation, this work designed and developed a tool that leverages natural language models to generate software test cases, aiming to address the need for user-friendly techniques that improve both the quality and efficiency of test case generation. Notable components integrated into the tool include UiPath for obtaining specifications, Postman scripts, BERT and GPT-4 models for training, Newman to run and test collections and vector databases.;;;;;;;;;;
V135;Efficient Fine-Tuning of LLaMA-3 for Automated API Test Case Generation Using LoRA and 4-Bit Quantization;2025.0;;C: Other;Conference;@inbook{Tarun_Jaikishan_2025, title={Efficient Fine-Tuning of LLaMA-3 for Automated API Test Case Generation Using LoRA and 4-Bit Quantization}, ISBN={9789819685639}, ISSN={2194-5365}, url={http://dx.doi.org/10.1007/978-981-96-8563-9_45}, DOI={10.1007/978-981-96-8563-9_45}, booktitle={Web Intelligence and Human-Machine Interaction}, publisher={Springer Nature Singapore}, author={Tarun Jaikishan, P. K. and Vijayanandh, R. and Anandhu, B. and Anuradha, R.}, year={2025}, month=nov, pages={701–713} };Springer;;Ensuring the reliability of API systems is critical in modern software development. Traditional API testing methods often require significant manual effort and predefined rule-based frameworks, limiting scalability and adaptability. This research presents a novel fine-tuned LLaMA-3 (8B) model optimized for automated API test case generation. This work leverage Low-Rank Adaptation (LoRA) and 4-bit quantization to efficiently fine-tune the model, significantly reducing computational overhead while maintaining performance. The system processes API request structures and autonomously generates high-relevance test cases per input, covering functional, edge, and boundary scenarios. The model is trained using a structured Alpaca-style prompt methodology, ensuring coherence and adaptability across varied API designs. Experiments demonstrate that our approach enhances test coverage, reduces manual effort, and accelerates the API validation pipeline. This work establishes a scalable framework for AI-driven software testing, making it a viable solution for enterprise DevOps, automated quality assurance, and CI/CD workflows.;;;;;;;;;;
V136;AutoPentestAL: An automated penetration testing framework with active learning capabilities;2025.0;;C: Other;Conference;@inproceedings{Fu_2025, title={AutoPentestAL: An automated penetration testing framework with active learning capabilities}, url={http://dx.doi.org/10.1109/trustcom66490.2025.00041}, DOI={10.1109/trustcom66490.2025.00041}, booktitle={2025 IEEE 24th International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)}, publisher={IEEE}, author={Fu, Xianyi and Liu, Bin and Zhu, Cheng and Ma, Dianqiu}, year={2025}, month=nov, pages={298–309} };IEEE;;The rapid development of large language models (LLMs) provides new possibilities for intelligent penetration testing. However, existing LLM-based penetration testing still face the following challenges. (1) LLMs lack the memory retention ability of long-term conversations, and when dealing with multistep penetration testing tasks, they lose the information given above, leading to the generation error strategy.(2) The existing LLM-based penetration testing framework does not have a clear division of tasks for agents, making it difficult to establish a complete workflow, resulting in poor completion of penetration testing tasks. (3) There is a large amount of code text in exploit tools, and most of these code texts do not contain tool usage information, making it difficult for traditional RAG methods to search for tool usage methods in chunksTo solve the above problems, we propose an LLM-based automated penetration testing framework AutoPentestAL. Firstly, the task linked list is designed to decompose complex problems into simple problems, reducing the length of steps required to solve the problem and avoiding the problem of missing information in the process of solving the problem of LLM. Secondly, the penetration testing tasks are broken down in detail, and the agents responsible for each task are carefully designed to establish a complete automated penetration testing workflow. Finally, the tool actively learns the method ToolAL, learns the parameter configuration and other information in the specific use of the exploit tool, and constructs an accurate vectorized index to improve the accuracy of LLM retrieval of tool usage methodsThe experimental results show that the completion rate of the penetration test of the AutoPentestAL framework designed in this paper is 86%, which is 72% higher than that of the benchmark method.;;;;;;;;;;
V138;Multi-Agent Systems in Software Testing: From Planning to Reporting;2025.0;;C: Other;Conference;@inproceedings{Usman_2025, title={Multi-Agent Systems in Software Testing: From Planning to Reporting}, url={http://dx.doi.org/10.1109/inmic65900.2025.11348399}, DOI={10.1109/inmic65900.2025.11348399}, booktitle={2025 27th International Multitopic Conference (INMIC)}, publisher={IEEE}, author={Usman, Muhammad and Bibi, Nazia and Basit, Jamshaid and Basharat, W. A. and Salaar, Muhammad and Amir, H. B.}, year={2025}, month=dec, pages={1–6} };IEEE;;Existing research has demonstrated the potential of AI and Large Language Models (LLMs) in individual testing tasks such as test case generation, execution optimization, and defect prediction, current approaches primarily focus on isolated components rather than orchestrating a complete, end-to-end testing workflow. This paper presents a novel multi-agent framework that transforms the entire software testing life cycle through coordinated AI agents working in sequential phases: planning, generation, execution, analysis, and reporting. Our solution overcomes the fragmentation seen today in AI-driven testing systems using a collection of five specialized agents, each is designed with domain-specific knowledge and the ability to collaborate. Unlike single-agent or tool-specific solutions, our framework provides complete testing process automation while retaining human-like reasoning and adaptability at every phase. In this way, the contribution of this research forms the basis for autonomous testing systems.;;;;;;;;;;
V139;Retrieval-Augmented Generation for Software Requirement-Based Test Case Generation;2025.0;;C: QRS;Conference;@inproceedings{Wang_2025, title={Retrieval-Augmented Generation for Software Requirement-Based Test Case Generation}, url={http://dx.doi.org/10.1109/qrs65678.2025.00022}, DOI={10.1109/qrs65678.2025.00022}, booktitle={2025 25th International Conference on Software Quality, Reliability and Security (QRS)}, publisher={IEEE}, author={Wang, Zhiyao and Guo, Xiujing and Tsuchiya, Tatsuhiro}, year={2025}, month=jul, pages={108–119} };IEEE;;Testers often need to manually write black-box test cases based on software artifacts such as requirement documents. In agile development, this process is often time-consuming and is further complicated by frequent requirement changes, leading to continuous maintenance overhead. Automating this process is therefore essential. Given the strong natural language understanding and generation capabilities of large language models (LLMs), combined with Retrieval-Augmented Generation (RAG), we propose a RAG-based framework for automated test case generation. Before generation, we embed software artifacts to construct a vectorbased knowledge database. At runtime, software requirements are used as queries to retrieve relevant context, which is integrated into a prompt and passed to the LLM for test case generation. This approach addresses several shortcomings of LLMs, including limited context length, attention dilution over large inputs, and the tendency to hallucinate or over-look key domain-specific constraints. By providing query-specific external knowledge, RAG enhances both accuracy and efficiency. We deploy the framework with different models locally and conduct experiments on two open-source datasets. Compared with the manually written benchmark test cases, our method achieves full requirement coverage with fewer test cases, improved efficiency, reduced error potential, and realized better readability.;High-Level Test Gen;Pure Prompting;RAG;Tool/Approach;Functional;Code/Proccedure;;;;
V141;When AI-Generated Unit Tests Validate Bugs: The Risk of Faulty Assertions;2025.0;;J: IEEE Soft.;Journal;@article{Mathews_2026, title={When AI-Generated Unit Tests Validate Bugs: The Risk of Faulty Assertions}, volume={43}, ISSN={1937-4194}, url={http://dx.doi.org/10.1109/ms.2025.3597574}, DOI={10.1109/ms.2025.3597574}, number={1}, journal={IEEE Software}, publisher={Institute of Electrical and Electronics Engineers (IEEE)}, author={Mathews, Noble Saji and Nagappan, Meiyappan}, year={2026}, month=jan, pages={98–104} };IEEE;;There is increasing research and commercial exploration into tools for automated unit test generation using Large Language Models (LLMs). This paper critically examines how recent LLM-based test generation tools pitched for unit testing such as Qodo Cover and GitHub Copilot handle buggy code. Considering bugs are only exposed by failing test cases, we explore the question: can these tools truly achieve the intended objectives of unit testing - find bugs? Using real human-written buggy code as input, we evaluate these tools, showing how LLM-generated tests can fail to detect bugs and, more alarmingly, validate bugs in the generated test suite. These findings raise important questions about the usefulness of LLM-based unit test generation tools today and their impact on software quality and test suite reliability.;Reflections;;;;;;;;;
V142;A Python Unit Test Generation Method Based on Fine-Tuned Language Models and Coverage;2025.0;;C: Other;Conference;@inproceedings{Long_2025, title={A Python Unit Test Generation Method Based on Fine-Tuned Language Models and Coverage}, url={http://dx.doi.org/10.1109/cisp-bmei68103.2025.11259411}, DOI={10.1109/cisp-bmei68103.2025.11259411}, booktitle={2025 18th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)}, publisher={IEEE}, author={Long, Jianlin and Qin, Renchao and Jiang, Zujun and Duan, Jialin and Li, Suonan and Qu, Xiaosheng}, year={2025}, month=oct, pages={1–6} };IEEE;;Unit testing is fundamental for software reliability, yet manual test construction is inefficient and often results in limited coverage. Existing automated tools struggle with complex structures, while general-purpose large language models (LLMs) lack domain adaptability and fine-grained coverage control. To address this, we propose a domain adaptive finetuning approach based on the DeepSeek-R1-Distill-Qwen-7B (DeepSeek-7B) model. Using a high quality function-test dataset, the model is fine-tuned with structured prompts that encode abstract syntax tree (AST) execution paths, and a Coverage.py-based feedback mechanism iteratively fills uncovered regions to improve controllability. Experiments on seven open-source projects show substantial gains in line coverage, branch coverage, and mutation score, especially in Spark and Django. Compared with the base model, our method achieves over 20% higher coverage and outperforms Pynguin. Ablation studies confirm the combined effectiveness of structured prompts and coverage feedback, enabling up to 88.6% line coverage, 83.3% branch coverage, and a mutation score of 78.9%.;Unit Test Generation;Pure Prompting;Fine-Tune;Tool/Approach;Functional;Code/Proccedure;;;;
V143;AGENTS-LLM: Augmentative GENeration of Challenging Traffic Scenarios with an Agentic LLM Framework;2025.0;;C: Other;Conference;@inproceedings{Yao_2025, title={AGENTS-LLM: Augmentative GENeration of Challenging Traffic Scenarios with an Agentic LLM Framework}, url={http://dx.doi.org/10.1109/iros60139.2025.11246348}, DOI={10.1109/iros60139.2025.11246348}, booktitle={2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)}, publisher={IEEE}, author={Yao, Yu and Bhatnagar, Salil and Mazzola, Markus and Belagiannis, Vasileios and Gilitschenski, Igor and Palmieri, Luigi and Razniewski, Simon and Hallgarten, Marcel}, year={2025}, month=oct, pages={18400–18407} };IEEE;;Rare, yet critical, scenarios pose a significant challenge in testing and evaluating autonomous driving planners. Relying solely on real-world driving scenes requires collecting massive datasets to capture these scenarios. While automatic generation of traffic scenarios appears promising, data-driven models require extensive training data and often lack fine-grained control over the output. Moreover, generating novel scenarios from scratch can introduce a distributional shift from the original training scenes which undermines the validity of evaluations especially for learning-based planners. To sidestep this, recent work proposes to generate challenging scenarios by augmenting original scenarios from the test set. However, this involves the manual augmentation of scenarios by domain experts. An approach that is unable to meet the demands for scale in the evaluation of self-driving systems. Therefore, this paper introduces a novel LLM-agent based framework for augmenting real-world traffic scenarios using natural language descriptions, addressing the limitations of existing methods. A key innovation is the use of an agentic design, enabling fine-grained control over the output and maintaining high performance even with smaller, cost-effective LLMs. Extensive human expert evaluation demonstrates our framework’s ability to accurately adhere to user intent, generating high quality augmented scenarios comparable to those created manually.;High-Level Test Gen;Pure Prompting;Alone;Agent;Functional;Code/Proccedure;;;;
V145;Acceleration of Automotive Software Development by Retrieval Augmented Integration Test Script Generation;2025.0;;C: ASE;Conference;@inproceedings{Mizoguchi_2025, title={Acceleration of Automotive Software Development by Retrieval Augmented Integration Test Script Generation}, url={http://dx.doi.org/10.1109/ase63991.2025.00314}, DOI={10.1109/ase63991.2025.00314}, booktitle={2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE)}, publisher={IEEE}, author={Mizoguchi, Masashi and Yoshimura, Kentaro and Nakazawa, Keita and Sato, Yasuomi and Iida, Takahiro and Narisawa, Fumio}, year={2025}, month=nov, pages={3772–3777} };IEEE;;Improving the efficiency of software integration testing is a critical challenge in the automotive industry, particularly as Electronic Control Unit (ECU) architectures become increasingly complex. This paper addresses the automation of integration test script generation by leveraging Large Language Models (LLMs) with Retrieval Augmented Generation (RAG). Specifically, we target the phase in which test engineers translate natural language test case specifications into executable scripts for integration test environments containing hardware debug interfaces. To bridge the knowledge gap between LLMs and domain-specific test tool APIs, we construct a task-oriented vector store that incorporates both API manuals and supplemental, workflow-centric information. By combining these with prompts containing code prefixes, our method enables LLMs to generate robust and correct integration test scripts. We evaluated our approach on typical test scenarios reflecting industry practices for multi-core ECUs. While the test cases used were not directly taken from a specific development project, they closely mirror those routinely employed across numerous automotive ECU development initiatives. The proposed method successfully generated executable scripts for all cases and reduced total test execution man-hours by 43% compared to a realistic baseline of manual execution. These results demonstrate the practical benefit of context-enriched LLMs in accelerating specialized software engineering tasks within the automotive domain, and it also identifies remaining challenges in extending automation to broader aspects such as test coverage, maintainability, and seamless process integration.;High-Level Test Gen;Pure Prompting;RAG;Tool/Approach;Functional;Code/Proccedure;;;;
V146;Multi-Agent Assisted Automatic Test Generation for Java JSON Libraries;2025.0;;C: Other;Conference;@inproceedings{Wang_2025, title={Multi-Agent Assisted Automatic Test Generation for Java JSON Libraries}, url={http://dx.doi.org/10.1109/apsec66846.2025.00064}, DOI={10.1109/apsec66846.2025.00064}, booktitle={2025 32nd Asia-Pacific Software Engineering Conference (APSEC)}, publisher={IEEE}, author={Wang, Sinan and Zhong, Zhiyuan and Wen, Shaojin and Liu, Yepang}, year={2025}, month=dec, pages={611–622} };IEEE;;JSON is a widely used data format for data exchange between application systems and programming frontends. In the Java ecosystem, Java JSON libraries serve as fundamental toolkits for processing JSON data, powering a wide range of real-world applications, such as web services, Android apps, or data management systems. However, without effective quality assurance methods, such as automatic test generation (ATG), developers risk introducing subtle data inconsistency bugs, compatibility issues, and even security vulnerabilities. These flaws can affect billions of end users and potentially cause severe financial losses. Recently, large language models (LLMs) have shown strong potential in enhancing ATG. However, existing LLM-based methods, such as TitanFuzz or YanHui, lack specialization in the JSON domain. For Java JSON libraries, effective bug-triggering test cases should capture the constraints between formatted data and application programs, posing challenges to existing methods, leaving critical aspects of quality assurance unaddressed. To fill this gap, we propose JsonATG, a multi-agent ATG system that generates diverse bug-triggering tests for Java JSON libraries. With historical bug-triggering unit tests as seeds, JSONATG introduces a code summarization agent and a test validation agent into the generation pipeline to produce new, valid test cases. It applies agent-generated program mutation rules tailored specifically for the structural and semantic characteristics of Java JSON libraries, such as data streaming operations, serialization formats, and data-binding patterns. The generated tests are further refined through post-processing to ensure both syntactic and semantic correctness. Our experiments show that JSONATG achieves higher coverage than two state-of-the-art LLM-based test generation methods on the widely used Java JSON library. Using JSONATG with a $\mathbf{\$} 2 5$ budget, we reported 59 bugs (including non-crashing functional bugs) in fastjson, of which 47 were confirmed and 28 have already been fixed.;Unit Test Generation;Pure Prompting;Alone;Agent;Functional;Code/Proccedure;;;;
V147;Automated Test Case Generation Using Natural Language Processing;2025.0;;C: Other;Conference;@inbook{Arya_Devi_2025, title={Automated Test Case Generation Using Natural Language Processing}, ISBN={9789819689019}, ISSN={2367-3389}, url={http://dx.doi.org/10.1007/978-981-96-8901-9_12}, DOI={10.1007/978-981-96-8901-9_12}, booktitle={ICT for Intelligent Systems}, publisher={Springer Nature Singapore}, author={Arya Devi, M. R. and Abdul Jabbar, P.}, year={2025}, month=oct, pages={127–138} };Springer;;The reliability of a software product depends on the generation of high-quality test cases. Manual methods for test case generation are prone to errors and often result in test cases of lower quality. Automated test case generation is an approach that ensures the production of high-quality test cases, resulting in maximum coverage and minimized errors. Modern automated test case generation employs Natural Language Processing (NLP), enabling the processing and interprets requirements that can be understandable by humans. This study examines natural language processing (NLP) methods for automated test case generation, including large language models like ChatGPT, OpenAI frameworks and rule-based systems which precisely evaluate and interpret requirements that are readable by humans, highlighting how they enhance the robustness and efficiency of software. Through the use of relevant techniques and tools, this study explores how NLP-driven automation will improve test case quality, coverage, and execution efficiency. This research highlights the integration of natural language processing (NLP) into automated test case generation to enhance software testing by improving the efficiency, accuracy, and overall reliability of software quality assurance processes.;;;;;;;;;;
V148;LLM-assisted Path Exploration for RTL Verification;2025.0;;C: Other;Conference;@inproceedings{Tan_2025, title={LLM-assisted Path Exploration for RTL Verification}, url={http://dx.doi.org/10.1109/mlcad65511.2025.11189172}, DOI={10.1109/mlcad65511.2025.11189172}, booktitle={2025 ACM/IEEE 7th Symposium on Machine Learning for CAD (MLCAD)}, publisher={IEEE}, author={Tan, Yan and Meng, Xiangchen and Lyu, Yangdi}, year={2025}, month=sep, pages={1–7} };IEEE;;Coverage-driven simulation is a widely adopted method for verifying hardware designs. Nevertheless, achieving satisfactory coverage remains a challenge, even with millions of tests applied to modern industrial designs. To tackle this issue, Concolic testing, which combines concrete simulation with symbolic execution, has been introduced to guide simulations through targeted branch mutations. However, traditional path exploration heuristics in Concolic testing are typically manually crafted for specific scenarios, which limits their broader applicability. In this paper, we propose an innovative approach that harnesses large language models (LLMs) to analyze the structure and semantics of Register Transfer Level (RTL) designs. By integrating LLMs into the Concolic testing framework, our method improves path selection by utilizing both static structural features and dynamic simulation data. Recognizing that LLMs are primarily trained for general-purpose tasks, we enhance their effectiveness in hardware verification by constructing a synthetic training corpus and fine-tuning the models accordingly. Our experimental results demonstrate that this approach significantly enhances branch coverage during Concolic testing while incurring negligible overhead.;;;;;;;;;;
V150;AutoTestForge: A Multidimensional Automated Testing Framework for Natural Language Processing Models;2025.0;;J: TOSEM;Journal;@article{Xing_2025, title={AutoTestForge: A Multidimensional Automated Testing Framework for Natural Language Processing Models}, ISSN={1557-7392}, url={http://dx.doi.org/10.1145/3783995}, DOI={10.1145/3783995}, journal={ACM Transactions on Software Engineering and Methodology}, publisher={Association for Computing Machinery (ACM)}, author={Xing, Hengrui and Tian, Cong and Zhao, Liang and Ma, Zhi and Wang, Wensheng and Zhang, Nan and Huang, Chao and Duan, Zhenhua}, year={2025}, month=dec };ACM;;In recent years, the application of behavioral testing in Natural Language Processing (NLP) model evaluation has experienced substantial growth. However, existing methods are restricted by reliance on manual labor and the limited scope of capability assessment. To address these limitations, we introduce AutoTestForge, an automated and multidimensional testing framework for NLP models. Through the integration of Large Language Models (LLMs) to automatically generate test templates and instantiate them, manual involvement is significantly reduced. Additionally, a mechanism for validating test case labels based on differential testing is proposed, which makes use of a multi-model voting system to guarantee the quality of test cases. The framework expands the test suite across three dimensions: taxonomy, fairness, and robustness, offering a comprehensive evaluation of the capabilities of NLP models. This expansion enables a in-depth and thorough assessment of the models, providing valuable insights into their strengths and weaknesses. A comprehensive evaluation across the sentiment analysis (SA) task and semantic textual similarity (STS) task demonstrates that AutoTestForge consistently outperforms existing datasets and testing tools with higher failure rates (an average of \(32.35\%\) for SA and \(31.61\%\) for STS). Moreover, different generation strategies exhibit stable effectiveness with failure rates ranging from \(25.77\%-38.04\%\) .;;;;;;;;;;
V156;Requirements Dependency Driven Test Case Generation: An Automotive Industry Practice;2025.0;;C: RE;Conference;@inproceedings{Xu_2025, title={Requirements Dependency Driven Test Case Generation: An Automotive Industry Practice}, url={http://dx.doi.org/10.1109/re63999.2025.00046}, DOI={10.1109/re63999.2025.00046}, booktitle={2025 IEEE 33rd International Requirements Engineering Conference (RE)}, publisher={IEEE}, author={Xu, Tong and Zhou, Zheng and Chen, Xiaohong and Xue, Zhiyi and Zhao, Yi and Zhang, Min and Jin, Zhi}, year={2025}, month=sep, pages={400–404} };IEEE;;In the automotive industry, automated hardware-software integration testing is of vital importance for ensuring software quality and reducing project costs. However, in practice, the generation of automated test cases for such testing faces many challenges, primarily due to the complexity, implicit, and difficulty in identifying requirement dependencies. To address this issue, this paper proposes a requirement dependency-driven automated test case generation method. This method utilizes large language models to directly extract structured models, e.g., flowcharts, from natural language requirements documents. By analyzing these flowcharts, it can accurately identify implicit requirements dependencies and generate test scenarios, thereby specifying the execution order and temporal constraints for test case generation. In a real-world case study with the Beijing Automotive Industry Corporation (BAIC), the method successfully processed 300 functional requirements and identified a total of 4731 implicit dependencies. The content accuracy rate of the generated flowcharts reached 81.24%, and the business scenario coverage rate of the test cases reached 82.67%. These results preliminarily demonstrate the effectiveness and feasibility of our approach, significantly enhancing the level of automation in automotive integrated testing and providing strong technical support and reference for related practices in the industry.;;;;;;;;;;
V157;ViUniT: Visual Unit Tests for More Robust Visual Programming;2025.0;;C: Other;Conference;@inproceedings{Panagopoulou_2025, title={ViUniT: Visual Unit Tests for More Robust Visual Programming}, url={http://dx.doi.org/10.1109/cvpr52734.2025.02295}, DOI={10.1109/cvpr52734.2025.02295}, booktitle={2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)}, publisher={IEEE}, author={Panagopoulou, Artemis and Zhou, Honglu and Savarese, Silvio and Xiong, Caiming and Callison-Burch, Chris and Yatskar, Mark and Niebles, Juan Carlos}, year={2025}, month=jun, pages={24646–24656} };IEEE;;Programming based approaches to reasoning tasks have substantially expanded the types of questions models can answer about visual scenes. Yet on benchmark visual reasoning data, when models answer correctly, they produce incorrect programs 33% of the time. These models are often right for the wrong reasons and risk unexpected failures on new data. Unit tests play a foundational role in ensuring code correctness and could be used to repair such failures. We propose Visual Unit Testing (ViUniT), a framework to improve the reliability of visual programs by automatically generating unit tests. In our framework, a unit test is represented as a novel image and answer pair meant to verify the logical correctness of a program produced for a given query. Our method leverages a language model to create unit tests in the form of image descriptions and expected answers, followed by image synthesis to produce corresponding images. We conduct a comprehensive analysis of what constitutes an effective visual unit test suite, exploring unit test generation, sampling strategies, image generation methods, and varying the number of programs and unit tests. Additionally, we introduce four applications of visual unit tests: best program selection, answer refusal, re-prompting, and unsupervised reward formulations for reinforcement learning. Experiments with two models across three datasets in visual question answering and image-text matching demonstrate that ViUniT improves model performance by 11.4 points in accuracy. Notably, it enables 7B open-source language models to outperform gpt-4o-mini in visual program generation by an average of 7.7 points and reduces the occurrence of programs that are correct for the wrong reasons by 40%.;;;;;;;;;;
V159;TD4ITG: A Test Data Generation Method for Issue Title Generation Models;2025.0;;C: Other;Conference;@inproceedings{Chen_2025, title={TD4ITG: A Test Data Generation Method for Issue Title Generation Models}, url={http://dx.doi.org/10.1109/smc58881.2025.11343653}, DOI={10.1109/smc58881.2025.11343653}, booktitle={2025 IEEE International Conference on Systems, Man, and Cybernetics (SMC)}, publisher={IEEE}, author={Chen, Jingjing and Yang, Jun and He, Qifan and Cui, Zhanqi and Zeng, Zheng}, year={2025}, month=oct, pages={2053–2058} };IEEE;;In open-source software platforms, users utilize issues to report software bugs or request new features. To improve the quality of issues, researchers have proposed several methods for issue title generation. It is widely recognized that deep learning models often suffer from robustness limitations, as minor input perturbations can lead to incorrect or significantly altered outputs. In this paper, we investigate the robustness of issue title generation models and propose a corresponding test data generation method, TD4ITG. This method leverages large language models in combination with chain-of-thought prompting to automatically generate test data to evaluate robustness. Experimental results demonstrate that both iTAPE and iTiger, two issue title generation models, exhibit robustness problems. Specifically, the test data generated by TD4ITG leads to a performance degradation of 21.73% for iTAPE, reducing its score to 75.00%, and a degradation of 17.34% for iTiger, reducing its score to 45.98%. Compared to MATS, a recently proposed testing method for text summarization models, TD4ITG is more effective in revealing the robustness limitations of the models.;;;;;;;;;;
